Symptom,Disease,Country,Count
kannada,threat,india,1
kannada,level,india,1
kannada,retrospective,india,1
kannada,objectives,india,1
humidity,kannada,india,1
jamovi,kannada,india,1
future,kannada,india,1
kannada,model,india,1
identified,kannada,india,1
excel,kannada,india,1
kannada,rapid,india,1
hmis,kannada,india,1
district,kannada,india,1
dakshina,kannada,india,2
kannada,locations,india,1
kannada,predictive,india,1
correlations,kannada,india,1
kannada,trends,india,1
arima,kannada,india,1
kannada,significant,india,1
dengue,kannada,india,1
capability,forecasting,india,1
forecasting,incidence,india,1
forecasting,qgis,india,1
forecasting,recorded,india,1
forecasting,targeted,india,1
forecasting,influence,india,1
forecasting,threat,india,1
forecasting,level,india,1
forecasting,retrospective,india,1
forecasting,objectives,india,1
forecasting,humidity,india,1
forecasting,jamovi,india,1
forecasting,future,india,1
forecasting,model,india,1
forecasting,identified,india,1
excel,forecasting,india,1
forecasting,rapid,india,1
forecasting,hmis,india,1
district,forecasting,india,1
dakshina,forecasting,india,1
forecasting,locations,india,1
forecasting,predictive,india,1
correlations,forecasting,india,1
forecasting,trends,india,1
arima,forecasting,india,1
forecasting,significant,india,1
dengue,forecasting,india,1
capability,incidence,india,1
capability,qgis,india,1
capability,recorded,india,1
capability,targeted,india,1
capability,influence,india,1
capability,threat,india,1
capability,level,india,1
capability,retrospective,india,1
capability,objectives,india,1
capability,humidity,india,1
capability,jamovi,india,1
capability,future,india,1
capability,model,india,1
capability,identified,india,1
capability,excel,india,1
capability,rapid,india,1
capability,hmis,india,1
capability,district,india,1
capability,dakshina,india,1
capability,locations,india,1
capability,predictive,india,1
capability,correlations,india,1
capability,trends,india,1
arima,capability,india,1
capability,significant,india,1
capability,dengue,india,1
incidence,qgis,india,1
incidence,recorded,india,1
incidence,targeted,india,1
incidence,influence,india,2
incidence,threat,india,1
incidence,level,india,1
incidence,retrospective,india,1
incidence,objectives,india,2
humidity,incidence,india,1
incidence,jamovi,india,1
future,incidence,india,1
incidence,model,india,1
identified,incidence,india,1
excel,incidence,india,1
incidence,rapid,india,1
hmis,incidence,india,1
district,incidence,india,1
dakshina,incidence,india,1
incidence,locations,india,1
incidence,predictive,india,1
correlations,incidence,india,1
incidence,trends,india,1
arima,incidence,india,1
dengue,incidence,india,2
qgis,recorded,india,1
qgis,targeted,india,1
influence,qgis,india,1
qgis,threat,india,1
level,qgis,india,1
qgis,retrospective,india,1
objectives,qgis,india,1
humidity,qgis,india,1
jamovi,qgis,india,1
future,qgis,india,1
model,qgis,india,1
identified,qgis,india,1
excel,qgis,india,1
qgis,rapid,india,1
hmis,qgis,india,1
district,qgis,india,1
dakshina,qgis,india,1
locations,qgis,india,1
predictive,qgis,india,1
correlations,qgis,india,1
qgis,trends,india,1
arima,qgis,india,1
qgis,significant,india,1
dengue,qgis,india,1
recorded,targeted,india,1
influence,recorded,india,1
recorded,threat,india,1
level,recorded,india,1
recorded,retrospective,india,1
objectives,recorded,india,1
humidity,recorded,india,1
jamovi,recorded,india,1
future,recorded,india,1
model,recorded,india,1
identified,recorded,india,1
excel,recorded,india,1
rapid,recorded,india,1
hmis,recorded,india,1
district,recorded,india,1
dakshina,recorded,india,1
locations,recorded,india,1
predictive,recorded,india,1
correlations,recorded,india,1
recorded,trends,india,1
arima,recorded,india,1
recorded,significant,india,1
dengue,recorded,india,1
influence,targeted,india,1
targeted,threat,india,1
level,targeted,india,1
retrospective,targeted,india,1
objectives,targeted,india,1
humidity,targeted,india,1
jamovi,targeted,india,1
future,targeted,india,1
model,targeted,india,1
identified,targeted,india,1
excel,targeted,india,1
rapid,targeted,india,1
hmis,targeted,india,1
district,targeted,india,1
dakshina,targeted,india,2
locations,targeted,india,1
predictive,targeted,india,1
correlations,targeted,india,1
targeted,trends,india,1
arima,targeted,india,1
significant,targeted,india,1
dengue,targeted,india,1
influence,threat,india,1
influence,level,india,1
influence,retrospective,india,1
influence,objectives,india,1
humidity,influence,india,1
influence,jamovi,india,1
future,influence,india,1
influence,model,india,1
identified,influence,india,1
excel,influence,india,1
influence,rapid,india,1
hmis,influence,india,1
district,influence,india,1
dakshina,influence,india,1
influence,locations,india,1
influence,predictive,india,1
correlations,influence,india,1
influence,trends,india,1
arima,influence,india,1
influence,significant,india,1
dengue,influence,india,1
level,threat,india,1
retrospective,threat,india,1
objectives,threat,india,1
humidity,threat,india,1
jamovi,threat,india,1
future,threat,india,1
model,threat,india,1
identified,threat,india,1
excel,threat,india,1
rapid,threat,india,1
hmis,threat,india,1
district,threat,india,1
dakshina,threat,india,1
locations,threat,india,1
predictive,threat,india,1
correlations,threat,india,1
threat,trends,india,1
arima,threat,india,1
significant,threat,india,1
dengue,threat,india,1
level,retrospective,india,1
level,objectives,india,2
humidity,level,india,1
jamovi,level,india,1
future,level,india,1
level,model,india,1
identified,level,india,2
excel,level,india,1
level,rapid,india,1
hmis,level,india,1
district,level,india,1
dakshina,level,india,1
level,locations,india,1
level,predictive,india,1
correlations,level,india,1
level,trends,india,1
arima,level,india,1
dengue,level,india,2
objectives,retrospective,india,1
humidity,retrospective,india,1
jamovi,retrospective,india,1
future,retrospective,india,1
model,retrospective,india,1
identified,retrospective,india,1
excel,retrospective,india,1
rapid,retrospective,india,1
hmis,retrospective,india,1
district,retrospective,india,1
dakshina,retrospective,india,1
locations,retrospective,india,1
predictive,retrospective,india,1
correlations,retrospective,india,1
retrospective,trends,india,1
arima,retrospective,india,1
retrospective,significant,india,1
dengue,retrospective,india,1
humidity,objectives,india,1
jamovi,objectives,india,1
future,objectives,india,1
model,objectives,india,1
identified,objectives,india,2
excel,objectives,india,1
objectives,rapid,india,1
hmis,objectives,india,1
district,objectives,india,1
dakshina,objectives,india,1
locations,objectives,india,1
objectives,predictive,india,1
correlations,objectives,india,1
objectives,trends,india,1
arima,objectives,india,1
objectives,significant,india,1
dengue,objectives,india,2
humidity,jamovi,india,1
future,humidity,india,1
humidity,model,india,1
humidity,identified,india,1
excel,humidity,india,1
humidity,rapid,india,1
hmis,humidity,india,1
district,humidity,india,1
dakshina,humidity,india,1
humidity,locations,india,1
humidity,predictive,india,1
correlations,humidity,india,1
humidity,trends,india,1
arima,humidity,india,1
humidity,significant,india,1
dengue,humidity,india,1
future,jamovi,india,1
jamovi,model,india,1
identified,jamovi,india,1
excel,jamovi,india,1
jamovi,rapid,india,1
hmis,jamovi,india,1
district,jamovi,india,1
dakshina,jamovi,india,1
jamovi,locations,india,1
jamovi,predictive,india,1
correlations,jamovi,india,1
jamovi,trends,india,1
arima,jamovi,india,1
jamovi,significant,india,1
dengue,jamovi,india,1
future,model,india,1
future,identified,india,1
excel,future,india,1
future,rapid,india,1
future,hmis,india,1
district,future,india,1
dakshina,future,india,1
future,locations,india,1
future,predictive,india,1
correlations,future,india,1
future,trends,india,1
arima,future,india,1
future,significant,india,1
dengue,future,india,1
identified,model,india,1
excel,model,india,1
model,rapid,india,1
hmis,model,india,1
district,model,india,1
dakshina,model,india,1
locations,model,india,1
model,predictive,india,1
correlations,model,india,1
model,trends,india,1
arima,model,india,1
model,significant,india,1
dengue,model,india,1
excel,identified,india,1
hmis,identified,india,1
dakshina,identified,india,1
identified,locations,india,1
identified,predictive,india,1
correlations,identified,india,1
identified,trends,india,1
arima,identified,india,1
identified,significant,india,1
dengue,identified,india,1
excel,rapid,india,1
excel,hmis,india,1
district,excel,india,1
dakshina,excel,india,1
excel,locations,india,1
excel,predictive,india,1
correlations,excel,india,1
excel,trends,india,1
arima,excel,india,1
excel,significant,india,1
dengue,excel,india,1
hmis,rapid,india,1
dakshina,rapid,india,1
locations,rapid,india,1
predictive,rapid,india,1
correlations,rapid,india,1
rapid,trends,india,1
arima,rapid,india,1
rapid,significant,india,1
dengue,rapid,india,1
district,hmis,india,1
dakshina,hmis,india,1
hmis,locations,india,1
hmis,predictive,india,1
correlations,hmis,india,1
hmis,trends,india,1
arima,hmis,india,1
hmis,significant,india,1
dengue,hmis,india,1
dakshina,district,india,1
district,locations,india,1
district,predictive,india,1
correlations,district,india,1
district,trends,india,1
arima,district,india,1
district,significant,india,1
dengue,district,india,1
dakshina,locations,india,1
dakshina,predictive,india,1
correlations,dakshina,india,1
dakshina,trends,india,1
arima,dakshina,india,1
dakshina,significant,india,1
dakshina,dengue,india,1
locations,predictive,india,1
correlations,locations,india,1
locations,trends,india,1
arima,locations,india,1
locations,significant,india,1
dengue,locations,india,1
correlations,predictive,india,1
predictive,trends,india,1
arima,predictive,india,1
predictive,significant,india,1
dengue,predictive,india,1
correlations,trends,india,1
arima,correlations,india,1
correlations,significant,india,1
correlations,dengue,india,1
arima,trends,india,1
significant,trends,india,1
dengue,trends,india,1
arima,significant,india,1
arima,dengue,india,1
dengue,significant,india,1
hypoalbuminemia,resource,india,1
global,resource,india,1
resource,transaminases,india,1
eschar,resource,india,1
resource,severity,india,1
evaluate,resource,india,1
oedema,resource,india,1
defervesence,resource,india,1
predictor,resource,india,1
resource,stratification,india,1
laboratory,resource,india,1
cough,resource,india,1
resource,unique,india,1
appearance,resource,india,1
pneumonia,resource,india,1
predictors,resource,india,1
hepatosplenomegaly,resource,india,1
resource,serology,india,1
atypical,resource,india,1
quicker,resource,india,1
prevalent,resource,india,1
occurrence,resource,india,1
children,resource,india,1
pallor,resource,india,1
anemia,resource,india,1
improve,resource,india,1
elevated,resource,india,1
resource,shock,india,1
resource,risk,india,1
presentation,resource,india,1
objectives,resource,india,1
infants,resource,india,1
presentations,resource,india,1
face,resource,india,1
doxycycline,resource,india,1
duration,resource,india,1
leukocytosis,resource,india,1
complications,resource,india,1
outcomes,resource,india,1
resource,severe,india,1
features,resource,india,1
fever,resource,india,1
global,hypoalbuminemia,india,1
hypoalbuminemia,transaminases,india,1
eschar,hypoalbuminemia,india,1
hypoalbuminemia,severity,india,1
evaluate,hypoalbuminemia,india,1
hypoalbuminemia,oedema,india,1
defervesence,hypoalbuminemia,india,1
hypoalbuminemia,predictor,india,1
hypoalbuminemia,stratification,india,1
hypoalbuminemia,laboratory,india,1
cough,hypoalbuminemia,india,1
hypoalbuminemia,unique,india,1
appearance,hypoalbuminemia,india,1
hypoalbuminemia,pneumonia,india,1
hypoalbuminemia,predictors,india,1
hepatosplenomegaly,hypoalbuminemia,india,1
hypoalbuminemia,serology,india,1
atypical,hypoalbuminemia,india,1
hypoalbuminemia,quicker,india,1
hypoalbuminemia,prevalent,india,1
hypoalbuminemia,occurrence,india,1
children,hypoalbuminemia,india,1
hypoalbuminemia,pallor,india,1
anemia,hypoalbuminemia,india,1
hypoalbuminemia,improve,india,1
elevated,hypoalbuminemia,india,1
hypoalbuminemia,shock,india,1
hypoalbuminemia,risk,india,1
hypoalbuminemia,presentation,india,1
hypoalbuminemia,objectives,india,1
hypoalbuminemia,infants,india,1
hypoalbuminemia,presentations,india,1
face,hypoalbuminemia,india,1
doxycycline,hypoalbuminemia,india,1
duration,hypoalbuminemia,india,1
hypoalbuminemia,leukocytosis,india,1
complications,hypoalbuminemia,india,1
hypoalbuminemia,outcomes,india,1
hypoalbuminemia,severe,india,1
features,hypoalbuminemia,india,1
fever,hypoalbuminemia,india,1
global,transaminases,india,1
eschar,global,india,1
global,severity,india,1
evaluate,global,india,1
global,oedema,india,1
defervesence,global,india,1
global,predictor,india,1
global,stratification,india,1
global,laboratory,india,1
cough,global,india,1
global,unique,india,1
appearance,global,india,1
global,pneumonia,india,1
global,predictors,india,1
global,hepatosplenomegaly,india,1
global,serology,india,1
atypical,global,india,1
global,quicker,india,1
global,prevalent,india,1
global,occurrence,india,1
children,global,india,1
global,pallor,india,1
anemia,global,india,1
global,improve,india,1
elevated,global,india,1
global,shock,india,1
global,risk,india,1
global,presentation,india,1
global,objectives,india,1
global,infants,india,1
global,presentations,india,1
face,global,india,1
doxycycline,global,india,1
duration,global,india,1
global,leukocytosis,india,1
complications,global,india,1
global,outcomes,india,1
global,severe,india,1
features,global,india,1
fever,global,india,1
eschar,transaminases,india,1
severity,transaminases,india,1
evaluate,transaminases,india,1
oedema,transaminases,india,1
defervesence,transaminases,india,1
predictor,transaminases,india,1
stratification,transaminases,india,1
laboratory,transaminases,india,1
cough,transaminases,india,1
transaminases,unique,india,1
appearance,transaminases,india,1
pneumonia,transaminases,india,1
predictors,transaminases,india,1
hepatosplenomegaly,transaminases,india,1
serology,transaminases,india,1
atypical,transaminases,india,1
quicker,transaminases,india,1
prevalent,transaminases,india,1
occurrence,transaminases,india,1
children,transaminases,india,1
pallor,transaminases,india,1
anemia,transaminases,india,1
improve,transaminases,india,1
elevated,transaminases,india,1
shock,transaminases,india,1
risk,transaminases,india,1
presentation,transaminases,india,1
objectives,transaminases,india,1
infants,transaminases,india,1
presentations,transaminases,india,1
face,transaminases,india,1
doxycycline,transaminases,india,1
duration,transaminases,india,1
leukocytosis,transaminases,india,1
complications,transaminases,india,1
outcomes,transaminases,india,1
severe,transaminases,india,1
features,transaminases,india,1
fever,transaminases,india,1
eschar,severity,india,1
eschar,evaluate,india,1
eschar,oedema,india,1
defervesence,eschar,india,1
eschar,predictor,india,1
eschar,stratification,india,1
eschar,laboratory,india,1
cough,eschar,india,1
eschar,unique,india,1
appearance,eschar,india,1
eschar,pneumonia,india,1
eschar,predictors,india,1
eschar,hepatosplenomegaly,india,1
eschar,serology,india,1
atypical,eschar,india,1
eschar,quicker,india,1
eschar,prevalent,india,1
eschar,occurrence,india,1
children,eschar,india,1
eschar,pallor,india,1
anemia,eschar,india,1
eschar,improve,india,1
elevated,eschar,india,1
eschar,shock,india,1
eschar,risk,india,1
eschar,presentation,india,1
eschar,objectives,india,1
eschar,infants,india,1
eschar,presentations,india,1
eschar,face,india,1
doxycycline,eschar,india,1
duration,eschar,india,1
eschar,leukocytosis,india,1
complications,eschar,india,1
eschar,outcomes,india,1
eschar,severe,india,1
eschar,features,india,1
eschar,fever,india,1
evaluate,severity,india,1
oedema,severity,india,1
defervesence,severity,india,1
predictor,severity,india,1
severity,stratification,india,1
laboratory,severity,india,1
cough,severity,india,1
severity,unique,india,1
appearance,severity,india,1
pneumonia,severity,india,1
predictors,severity,india,1
hepatosplenomegaly,severity,india,1
serology,severity,india,1
atypical,severity,india,1
quicker,severity,india,1
prevalent,severity,india,1
occurrence,severity,india,1
children,severity,india,1
pallor,severity,india,1
anemia,severity,india,1
improve,severity,india,1
elevated,severity,india,1
severity,shock,india,1
risk,severity,india,1
presentation,severity,india,1
objectives,severity,india,1
infants,severity,india,1
presentations,severity,india,1
face,severity,india,1
doxycycline,severity,india,1
duration,severity,india,1
leukocytosis,severity,india,1
complications,severity,india,1
outcomes,severity,india,1
severe,severity,india,1
features,severity,india,1
fever,severity,india,1
evaluate,oedema,india,1
defervesence,evaluate,india,1
evaluate,predictor,india,2
evaluate,stratification,india,1
evaluate,laboratory,india,1
cough,evaluate,india,1
evaluate,unique,india,1
appearance,evaluate,india,1
evaluate,pneumonia,india,1
evaluate,predictors,india,1
evaluate,hepatosplenomegaly,india,1
evaluate,serology,india,1
atypical,evaluate,india,1
evaluate,quicker,india,1
evaluate,prevalent,india,1
evaluate,occurrence,india,1
children,evaluate,india,2
evaluate,pallor,india,1
anemia,evaluate,india,1
evaluate,improve,india,1
elevated,evaluate,india,1
evaluate,shock,india,1
evaluate,risk,india,2
evaluate,presentation,india,1
evaluate,objectives,india,2
evaluate,infants,india,1
evaluate,presentations,india,1
evaluate,face,india,1
doxycycline,evaluate,india,1
evaluate,leukocytosis,india,1
complications,evaluate,india,2
evaluate,outcomes,india,1
evaluate,severe,india,2
evaluate,features,india,1
defervesence,oedema,india,1
oedema,predictor,india,1
oedema,stratification,india,1
laboratory,oedema,india,1
cough,oedema,india,1
oedema,unique,india,1
appearance,oedema,india,1
oedema,pneumonia,india,1
oedema,predictors,india,1
hepatosplenomegaly,oedema,india,1
oedema,serology,india,1
atypical,oedema,india,1
oedema,quicker,india,1
oedema,prevalent,india,1
occurrence,oedema,india,1
children,oedema,india,1
oedema,pallor,india,1
anemia,oedema,india,1
improve,oedema,india,1
elevated,oedema,india,1
oedema,shock,india,1
oedema,risk,india,1
oedema,presentation,india,1
objectives,oedema,india,1
infants,oedema,india,1
oedema,presentations,india,1
face,oedema,india,1
doxycycline,oedema,india,1
duration,oedema,india,1
leukocytosis,oedema,india,1
complications,oedema,india,1
oedema,outcomes,india,1
oedema,severe,india,1
features,oedema,india,1
fever,oedema,india,1
defervesence,predictor,india,1
defervesence,stratification,india,1
defervesence,laboratory,india,1
cough,defervesence,india,1
defervesence,unique,india,1
appearance,defervesence,india,1
defervesence,pneumonia,india,1
defervesence,predictors,india,1
defervesence,hepatosplenomegaly,india,1
defervesence,serology,india,1
atypical,defervesence,india,1
defervesence,quicker,india,1
defervesence,prevalent,india,1
defervesence,occurrence,india,1
children,defervesence,india,1
defervesence,pallor,india,1
anemia,defervesence,india,1
defervesence,improve,india,1
defervesence,elevated,india,1
defervesence,shock,india,1
defervesence,risk,india,1
defervesence,presentation,india,1
defervesence,objectives,india,1
defervesence,infants,india,1
defervesence,presentations,india,1
defervesence,face,india,1
defervesence,doxycycline,india,1
defervesence,duration,india,1
defervesence,leukocytosis,india,1
complications,defervesence,india,1
defervesence,outcomes,india,1
defervesence,severe,india,1
defervesence,features,india,1
defervesence,fever,india,1
predictor,stratification,india,1
laboratory,predictor,india,1
cough,predictor,india,1
predictor,unique,india,1
appearance,predictor,india,1
pneumonia,predictor,india,1
predictor,predictors,india,1
hepatosplenomegaly,predictor,india,1
predictor,serology,india,1
atypical,predictor,india,1
predictor,quicker,india,1
predictor,prevalent,india,1
occurrence,predictor,india,1
children,predictor,india,2
pallor,predictor,india,1
anemia,predictor,india,1
improve,predictor,india,1
elevated,predictor,india,1
predictor,shock,india,1
predictor,risk,india,2
predictor,presentation,india,1
objectives,predictor,india,1
infants,predictor,india,1
predictor,presentations,india,1
face,predictor,india,1
doxycycline,predictor,india,1
duration,predictor,india,1
leukocytosis,predictor,india,1
complications,predictor,india,2
outcomes,predictor,india,1
predictor,severe,india,2
features,predictor,india,1
fever,predictor,india,1
laboratory,stratification,india,1
cough,stratification,india,1
stratification,unique,india,1
appearance,stratification,india,1
pneumonia,stratification,india,1
predictors,stratification,india,1
hepatosplenomegaly,stratification,india,1
serology,stratification,india,1
atypical,stratification,india,1
quicker,stratification,india,1
prevalent,stratification,india,1
occurrence,stratification,india,1
children,stratification,india,1
pallor,stratification,india,1
anemia,stratification,india,1
improve,stratification,india,1
elevated,stratification,india,1
shock,stratification,india,1
risk,stratification,india,1
presentation,stratification,india,1
objectives,stratification,india,1
infants,stratification,india,1
presentations,stratification,india,1
face,stratification,india,1
doxycycline,stratification,india,1
duration,stratification,india,1
leukocytosis,stratification,india,1
complications,stratification,india,1
outcomes,stratification,india,1
severe,stratification,india,1
features,stratification,india,1
fever,stratification,india,1
cough,laboratory,india,2
laboratory,unique,india,1
appearance,laboratory,india,1
laboratory,pneumonia,india,1
laboratory,predictors,india,1
hepatosplenomegaly,laboratory,india,1
laboratory,serology,india,1
atypical,laboratory,india,1
laboratory,quicker,india,1
laboratory,prevalent,india,1
laboratory,occurrence,india,1
children,laboratory,india,2
laboratory,pallor,india,1
anemia,laboratory,india,1
improve,laboratory,india,1
elevated,laboratory,india,1
laboratory,shock,india,1
laboratory,risk,india,1
laboratory,presentation,india,1
laboratory,objectives,india,1
infants,laboratory,india,1
laboratory,presentations,india,1
face,laboratory,india,1
doxycycline,laboratory,india,1
duration,laboratory,india,1
laboratory,leukocytosis,india,1
complications,laboratory,india,2
laboratory,outcomes,india,1
laboratory,severe,india,1
features,laboratory,india,1
fever,laboratory,india,2
cough,unique,india,1
appearance,cough,india,1
cough,pneumonia,india,1
cough,predictors,india,1
cough,hepatosplenomegaly,india,1
cough,serology,india,1
atypical,cough,india,1
cough,quicker,india,1
cough,prevalent,india,1
cough,occurrence,india,1
children,cough,india,2
cough,pallor,india,1
anemia,cough,india,1
cough,improve,india,1
cough,elevated,india,2
cough,shock,india,1
cough,risk,india,1
cough,presentation,india,1
cough,objectives,india,1
cough,infants,india,1
cough,presentations,india,1
cough,face,india,1
cough,doxycycline,india,1
cough,duration,india,1
cough,leukocytosis,india,1
complications,cough,india,2
cough,outcomes,india,1
cough,severe,india,1
cough,features,india,1
appearance,unique,india,1
pneumonia,unique,india,1
predictors,unique,india,1
hepatosplenomegaly,unique,india,1
serology,unique,india,1
atypical,unique,india,1
quicker,unique,india,1
prevalent,unique,india,1
occurrence,unique,india,1
children,unique,india,1
pallor,unique,india,1
anemia,unique,india,1
improve,unique,india,1
elevated,unique,india,1
shock,unique,india,1
risk,unique,india,1
presentation,unique,india,1
objectives,unique,india,1
infants,unique,india,1
presentations,unique,india,1
face,unique,india,1
doxycycline,unique,india,1
duration,unique,india,1
leukocytosis,unique,india,1
complications,unique,india,1
outcomes,unique,india,1
severe,unique,india,1
features,unique,india,1
fever,unique,india,1
appearance,pneumonia,india,1
appearance,predictors,india,1
appearance,hepatosplenomegaly,india,1
appearance,serology,india,1
appearance,atypical,india,1
appearance,quicker,india,1
appearance,prevalent,india,1
appearance,occurrence,india,1
appearance,children,india,1
appearance,pallor,india,1
anemia,appearance,india,1
appearance,improve,india,1
appearance,elevated,india,1
appearance,shock,india,1
appearance,risk,india,1
appearance,presentation,india,1
appearance,objectives,india,1
appearance,infants,india,1
appearance,presentations,india,1
appearance,face,india,1
appearance,doxycycline,india,1
appearance,duration,india,1
appearance,leukocytosis,india,1
appearance,complications,india,1
appearance,outcomes,india,1
appearance,severe,india,1
appearance,features,india,1
appearance,fever,india,1
pneumonia,predictors,india,1
hepatosplenomegaly,pneumonia,india,1
pneumonia,serology,india,1
atypical,pneumonia,india,1
pneumonia,quicker,india,1
pneumonia,prevalent,india,1
occurrence,pneumonia,india,1
children,pneumonia,india,1
pallor,pneumonia,india,1
anemia,pneumonia,india,1
improve,pneumonia,india,1
elevated,pneumonia,india,1
pneumonia,shock,india,1
pneumonia,risk,india,1
pneumonia,presentation,india,1
objectives,pneumonia,india,1
infants,pneumonia,india,1
pneumonia,presentations,india,1
face,pneumonia,india,1
doxycycline,pneumonia,india,1
duration,pneumonia,india,1
leukocytosis,pneumonia,india,1
complications,pneumonia,india,1
outcomes,pneumonia,india,1
pneumonia,severe,india,1
features,pneumonia,india,1
fever,pneumonia,india,1
hepatosplenomegaly,predictors,india,1
predictors,serology,india,1
atypical,predictors,india,1
predictors,quicker,india,1
predictors,prevalent,india,1
occurrence,predictors,india,1
children,predictors,india,1
pallor,predictors,india,1
anemia,predictors,india,1
improve,predictors,india,1
elevated,predictors,india,1
predictors,shock,india,1
predictors,risk,india,1
predictors,presentation,india,1
objectives,predictors,india,1
infants,predictors,india,1
predictors,presentations,india,1
face,predictors,india,1
doxycycline,predictors,india,1
duration,predictors,india,1
leukocytosis,predictors,india,1
complications,predictors,india,1
outcomes,predictors,india,1
predictors,severe,india,1
features,predictors,india,1
fever,predictors,india,1
hepatosplenomegaly,serology,india,1
atypical,hepatosplenomegaly,india,1
hepatosplenomegaly,quicker,india,1
hepatosplenomegaly,prevalent,india,1
hepatosplenomegaly,occurrence,india,1
children,hepatosplenomegaly,india,1
hepatosplenomegaly,pallor,india,1
anemia,hepatosplenomegaly,india,1
hepatosplenomegaly,improve,india,1
elevated,hepatosplenomegaly,india,1
hepatosplenomegaly,shock,india,1
hepatosplenomegaly,risk,india,1
hepatosplenomegaly,presentation,india,1
hepatosplenomegaly,objectives,india,1
hepatosplenomegaly,infants,india,1
hepatosplenomegaly,presentations,india,1
face,hepatosplenomegaly,india,1
doxycycline,hepatosplenomegaly,india,1
duration,hepatosplenomegaly,india,1
hepatosplenomegaly,leukocytosis,india,1
complications,hepatosplenomegaly,india,1
hepatosplenomegaly,outcomes,india,1
hepatosplenomegaly,severe,india,1
features,hepatosplenomegaly,india,1
fever,hepatosplenomegaly,india,1
atypical,serology,india,1
quicker,serology,india,1
prevalent,serology,india,1
occurrence,serology,india,1
children,serology,india,1
pallor,serology,india,1
anemia,serology,india,1
improve,serology,india,1
elevated,serology,india,1
serology,shock,india,1
risk,serology,india,1
presentation,serology,india,1
objectives,serology,india,1
infants,serology,india,1
presentations,serology,india,1
face,serology,india,1
doxycycline,serology,india,1
duration,serology,india,1
leukocytosis,serology,india,1
complications,serology,india,1
outcomes,serology,india,1
serology,severe,india,1
features,serology,india,1
fever,serology,india,1
atypical,quicker,india,1
atypical,prevalent,india,1
atypical,occurrence,india,1
atypical,children,india,1
atypical,pallor,india,1
anemia,atypical,india,1
atypical,improve,india,1
atypical,elevated,india,1
atypical,shock,india,1
atypical,risk,india,1
atypical,presentation,india,1
atypical,objectives,india,1
atypical,infants,india,1
atypical,face,india,1
atypical,doxycycline,india,1
atypical,duration,india,1
atypical,leukocytosis,india,1
atypical,complications,india,1
atypical,outcomes,india,1
atypical,severe,india,1
prevalent,quicker,india,1
occurrence,quicker,india,1
children,quicker,india,1
pallor,quicker,india,1
anemia,quicker,india,1
improve,quicker,india,1
elevated,quicker,india,1
quicker,shock,india,1
quicker,risk,india,1
presentation,quicker,india,1
objectives,quicker,india,1
infants,quicker,india,1
presentations,quicker,india,1
face,quicker,india,1
doxycycline,quicker,india,1
duration,quicker,india,1
leukocytosis,quicker,india,1
complications,quicker,india,1
outcomes,quicker,india,1
quicker,severe,india,1
features,quicker,india,1
fever,quicker,india,1
occurrence,prevalent,india,1
children,prevalent,india,1
pallor,prevalent,india,1
anemia,prevalent,india,1
improve,prevalent,india,1
elevated,prevalent,india,2
prevalent,shock,india,1
prevalent,risk,india,1
presentation,prevalent,india,1
objectives,prevalent,india,1
infants,prevalent,india,1
presentations,prevalent,india,1
face,prevalent,india,1
doxycycline,prevalent,india,1
duration,prevalent,india,1
leukocytosis,prevalent,india,1
complications,prevalent,india,1
outcomes,prevalent,india,1
prevalent,severe,india,1
features,prevalent,india,1
fever,prevalent,india,2
children,occurrence,india,1
occurrence,pallor,india,1
anemia,occurrence,india,1
improve,occurrence,india,1
elevated,occurrence,india,1
occurrence,shock,india,1
occurrence,risk,india,1
occurrence,presentation,india,1
objectives,occurrence,india,1
infants,occurrence,india,1
occurrence,presentations,india,1
face,occurrence,india,1
doxycycline,occurrence,india,2
duration,occurrence,india,1
leukocytosis,occurrence,india,1
complications,occurrence,india,1
occurrence,outcomes,india,2
occurrence,severe,india,1
features,occurrence,india,1
fever,occurrence,india,1
children,pallor,india,1
anemia,children,india,2
children,improve,india,1
children,elevated,india,1
children,risk,india,2
children,presentation,india,1
children,objectives,india,1
children,infants,india,1
children,face,india,1
children,doxycycline,india,1
children,duration,india,1
children,leukocytosis,india,1
children,outcomes,india,2
children,features,india,2
anemia,pallor,india,2
improve,pallor,india,1
elevated,pallor,india,1
pallor,shock,india,1
pallor,risk,india,1
pallor,presentation,india,1
objectives,pallor,india,2
infants,pallor,india,1
pallor,presentations,india,1
face,pallor,india,1
doxycycline,pallor,india,1
duration,pallor,india,1
leukocytosis,pallor,india,1
complications,pallor,india,2
outcomes,pallor,india,2
pallor,severe,india,1
features,pallor,india,1
fever,pallor,india,2
anemia,improve,india,1
anemia,elevated,india,1
anemia,shock,india,1
anemia,risk,india,1
anemia,presentation,india,1
anemia,objectives,india,2
anemia,infants,india,1
anemia,presentations,india,1
anemia,face,india,1
anemia,doxycycline,india,1
anemia,duration,india,1
anemia,leukocytosis,india,1
anemia,complications,india,2
anemia,outcomes,india,3
anemia,severe,india,1
anemia,features,india,2
anemia,fever,india,3
elevated,improve,india,1
improve,shock,india,1
improve,risk,india,1
improve,presentation,india,1
improve,objectives,india,1
improve,infants,india,1
improve,presentations,india,1
face,improve,india,1
doxycycline,improve,india,1
duration,improve,india,1
improve,leukocytosis,india,1
improve,outcomes,india,1
improve,severe,india,1
features,improve,india,1
elevated,shock,india,1
